book_id,cover_image_url,book_title,book_details,publication_info,authorlink,author,num_pages,genres,num_ratings,num_reviews,average_rating,rating_distribution
86767939,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1674743453i/86767939.jpg,Terms and Conditions,"DeclanIm destined to become the next CEO of my familys media empire. The only problem? My grandfathers inheritance clause. Fulfilling his dying wish of getting married and having an heir seemed impossible until my assistant volunteers for the job. Our marriage was supposed to be the perfect solution to my biggest problem. But the more we act in love for the public, the more unsure I feel about our contract. Caring about Iris was never part of the deal. Especially not when breaking her heart is inevitable. IrisMy plan to marry Declan was simple in theory. Move in together. Throw a wedding. Have a baby. We set rules to prevent any kind of issues. Ones that were never meant to be broken, no matter how much Declan tempts me. But what happens when our fake relationship bleeds into our real one? Falling in love was never an option. At least not for me.","[""First published February 24, 2022""]",https://www.goodreads.com/author/show/19561164.Lauren_Asher,Lauren Asher,494,"[""Romance"", ""Contemporary"", ""Contemporary Romance"", ""Fiction"", ""Adult"", ""New Adult"", ""Audiobook""]",341457,32373,4.13,"{""5"": ""133,019"", ""4"": ""137,401"", ""3"": ""56,977"", ""2"": ""11,393"", ""1"": ""2,667""}"
89073278,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1674923770i/89073278.jpg,Black Fire,"Major Tommy Black is at the crossroads of a brilliant, clandestine career. Lost... without purpose or mission. His life in sealed records and whispered stories of his violent exploits. Devastated and blaming himself when a member of his covert task force commits suicide, but when the mans daughter is kidnapped, Black, the man with a talent for violence, sacrifices all for the nearly impossible chance to save the girl... and maybe his soul.For fans of Robert Ludlum and Lee Child, BLACK FIRE is a tour de force of explosive action that takes the reader on an epic, breathtaking adventure from the exotic Indian Ocean island of Mauritius to the remote interior of South Africa and across Europe into the towering mountains of Central Asia, and introduces a riveting new hero to cheer along with Reacher and Bourne  Tommy Black.","[""First published February 25, 2023""]",https://www.goodreads.com/author/show/22284677.William_Kely_McClung,William Kely McClung,517,"[""Thriller"", ""Fiction""]",5497,40,4.3,"{""5"": ""2,570"", ""4"": ""2,356"", ""3"": ""280"", ""2"": ""211"", ""1"": ""80""}"
89147256,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1678401187i/89147256.jpg,Marry Christmas,"Growing up with an undiagnosed learning disability and a name that screams intelligence, Britanica Jaymes suffers ridicule as a child. Pudgy, frazzled hair and a face plastered with freckles added to the ridicule. The support of family, friends and God provided all the love she needed. But there was one serious candy canes are her form of kryptonite. Desperate, she made a secret Christmas wish. Most everything is coming true, except for true love.Signs of reverting back to the learning disability and still seeking true love, the magic of Christmas lingers in the air, and a dose of Shakespeare, Rambo and snowflakes help to create a perfect Christmas recipe of hope.Skip the final peppermint At least for now, until the cure is found.","[""Published November 16, 2021""]",https://www.goodreads.com/author/show/1152050.Linda_Phillips,Linda Phillips,263,None,1085,9,4.35,"{""5"": ""513"", ""4"": ""490"", ""3"": ""43"", ""2"": ""30"", ""1"": ""9""}"
90202302,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1706724269i/90202302.jpg,Iron Flame,"The first year is when some of us lose our lives. The second year is when the rest of us lose our humanity. Xaden RiorsonEveryone expected Violet Sorrengail to die during her first year at Basgiath War CollegeViolet included. But Threshing was only the first impossible test meant to weed out the weak-willed, the unworthy, and the unlucky.Now the real training begins, and Violets already wondering how shell get through. Its not just that its grueling and maliciously brutal, or even that its designed to stretch the riders capacity for pain beyond endurance. Its the new vice commandant, whos made it his personal mission to teach Violet exactly how powerless she isunless she betrays the man she loves.Although Violets body might be weaker and frailer than everyone elses, she still has her witsand a will of iron. And leadership is forgetting the most important lesson Basgiath has taught her: Dragon riders make their own rules.But a determination to survive wont be enough this year.Because Violet knows the real secret hidden for centuries at Basgiath War Collegeand nothing, not even dragon fire, may be enough to save them in the end.","[""First published November 7, 2023""]",https://www.goodreads.com/author/show/7539785.Rebecca_Yarros,Rebecca Yarros,640,"[""Romance"", ""Dragons"", ""Fiction"", ""Fantasy Romance"", ""Magic"", ""New Adult"", ""Adult""]",1009214,117491,4.35,"{""5"": ""532,791"", ""4"": ""332,970"", ""3"": ""113,625"", ""2"": ""22,939"", ""1"": ""6,889""}"
90765751,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1692804382i/90765751.jpg,Life for Life,"What would YOU do if someone threatened your family?Roy Cruise and his pregnant wife Susie barely survived an assassination attempt in their own home. The police now have them under surveillance. Meanwhile, Kristy Wise is a loose cannonshe knows too much and is trying to set things right.What goes around comes around. And in this case, Roy and Susie may have pushed things too far. There are too many dead bodies. Too many foes plotting against them.Roy and Susie must outwit the police and neutralize their enemies once and for all. If not, their days of retribution may end behind bars... or six feet under.Life for Life is Book Three of the Talion crime thriller series which begins with the Eye for Eye Trilogy.Eye for EyeTooth for ToothLife for LifeIf you like smart, fast-paced thrillers with unexpected twists, then youll love J.K. Franko.","[""Published July 21, 2020""]",https://www.goodreads.com/author/show/18789144.J_K_Franko,J.K. Franko,396,"[""Thriller"", ""Fiction"", ""Contemporary"", ""Suspense"", ""Mystery""]",1324,90,4.38,"{""5"": ""654"", ""4"": ""565"", ""3"": ""62"", ""2"": ""35"", ""1"": ""8""}"
90779476,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1675085757i/90779476.jpg,The Trial of Joe Harlan Junior,"What would you do if the law failed you? The college Halloween party was supposed to be a night of fun, dress up and laughter, but for Kristy Wise, it quickly became a night of horror.Read the story. Witness the testimony. Is everything that comes after justified?YOU decide.THE TRIAL OF JOE HARLAN JUNIOR IS THE PREQUEL NOVELLA TO J.K. FRANKO'S SHOCKING THRILLER, EYE FOR EYE","[""Published January 1, 2023""]",https://www.goodreads.com/author/show/18789144.J_K_Franko,J.K. Franko,101,"[""Fiction"", ""Thriller""]",902,25,4.33,"{""5"": ""430"", ""4"": ""386"", ""3"": ""49"", ""2"": ""25"", ""1"": ""12""}"
91246894,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1696034377i/91246894.jpg,Judgment Prey,"Lucas Davenport and Virgil Flowers team up to crack an unsolvable case in this thrilling new novel by John Sandford.Alex Sand was spending the evening at home playing basketball with his two young sons when all three were shot in cold blood. A wealthy federal judge, theres no short list of people who could have a vendetta against Sands, but the gruesome murders, especially that of his children, turn their St. Paul community on its head. Sand was on the verge of a major donation to a local housing charity, Heart/Twin Cities, and with the money in limbo, eyes suddenly turn to his grieving widow, Margaret Cooper, to see what she might do with the money. Margaret, distraught over the death of her family, struggles to move forward, and cant imagine how or why anyone would target her husband.With public pressure mounting and both the local police force and FBI hitting dead end after dead end, Lucas Davenport and Virgil Flowers are called in to do what others could not: find answers. With each potential lead flawed, Davenport and Flowers are determined to chase every theory until they figure out who killed the Sands. But when they find themselves being stonewalled by the most unlikely of forces, the two wonder if perhaps each misdirection could lead them closer to the truth.","[""First published October 3, 2023""]",https://www.goodreads.com/author/show/4610.John_Sandford,John Sandford,352,"[""Mystery"", ""Thriller"", ""Fiction"", ""Mystery Thriller"", ""Crime"", ""Suspense"", ""Police""]",20948,1092,4.38,"{""5"": ""11,005"", ""4"": ""7,355"", ""3"": ""2,186"", ""2"": ""298"", ""1"": ""104""}"
92074165,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1675159885i/92074165.jpg,One Moment in Time,"Sometimes the best surprises reveal the most shocking secrets.After three decades of marriage, Brenda Jones has decided to leave her husband, just as soon as they both return from a mystery trip with their daughter Zara. But she has no idea that Zara is flying them to Las Vegas to renew their vows.Zara Jones has recreated almost every detail of her parents original wedding - now her only challenge is tracking down the two friends who were pictured with her mum and dad back in 1993.Aiden Gregg is dealing with his own relationship woes when he receives an unexpected message from a complete stranger. With the help of Facebook, Zara has tracked him down and is asking if his parents are the other couple in the old photo? And if so, could he bring them to Vegas for a surprise reunion?What Zara and Aiden dont know is that thirty years ago, One Moment In Time changed everything.Will rewinding the clock right the wrongs of the past?Or are they all counting down to a rendezvous with disaster?","[""First published May 2, 2023""]",https://www.goodreads.com/author/show/687740.Shari_Low,Shari Low,300,"[""Fiction"", ""Action"", ""Young Adult"", ""Teen"", ""Adventure"", ""Novels"", ""Romance""]",28160,778,4.18,"{""5"": ""12,386"", ""4"": ""10,016"", ""3"": ""4,568"", ""2"": ""890"", ""1"": ""300""}"
94399604,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1675648462i/94399604.jpg,The Alchemy Fire Murder: a Mary Wandwalker Mystery,"Former Archivist Mary Wandwalker hates bringing bad news. Nevertheless, she confirms to her alma mater that their prized medieval alchemy scroll, is, in fact, a seventeenth century copy. She learns that the original vanished to colonial Connecticut with alchemist, Robert Le More. Later the genuine scroll surfaces in Los Angeles. Given that the authentic artifact is needed for her Oxford college to survive, retrieving it is essential.Mary agrees to get the real scroll back as part of a commission for her three-person Enquiry Agency. However, tragedy strikes in Los Angeles. Before Mary can legally obtain the scroll, a young man is murdered, and the treasure stolen.Murder and theft are complicated by the disappearance in the UK of a witch mysteriously connected to the scroll. While Mary's colleague, Caroline, risks her sanity to go undercover in a dodgy mental hospital, her lover, Anna resorts to desperate measures. These, and Anna's silence over blackmail, threaten the survival of the Agency. Mary teams up with the victim's brother to track the killer, and the real alchemy scroll. Solving crimes on two continents will involve a rogue pharmaceutical corporation, Janet the witch, the Holywell Retreat Center near Oxford, plus the trafficked women they support, a graduate school in California, and a life-threatening mountain-consuming wildfire. Can these inexperienced detectives triumph over corrupt professors and racist attempts to rewrite history? Can they remake their fragile family? Will the extraordinary story of Robert Le More prove a source of hope for today?","[""Published February 15, 2023""]",https://www.goodreads.com/author/show/22156343.Susan_Rowland,Susan  Rowland,352,"[""Novels"", ""Mystery"", ""Drama"", ""Fiction"", ""Crime"", ""Mystery Thriller"", ""Detective""]",8383,21,4.3,"{""5"": ""3,851"", ""4"": ""3,721"", ""3"": ""422"", ""2"": ""252"", ""1"": ""137""}"
100022768,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1675614710i/100022768.jpg,Magical Elements of the Periodic Table Presented Alphabetically by the Metal Horn Unicorns,"In this unique alphabet book, members of the Metal Horn Unicorn Tribe present 26 Magical Elements of the Periodic Table in alphabetical order. Each member of the tribe has a metal horn and hooves. They also have magical powers based on the properties of their metals.Alumna starts out the book by introducing the very necessary metal, aluminum, on her element page. Dr. Zinko rounds out the alphabet by presenting facts and other fun information about the metal, zinc, on his element page. Other members of the Metal Horn Tribe from Unimaise, plus some of their magical elemental friends, will give some great insight into the properties of 23 additional pure metals from the periodic table. There is one special unicorn in the book whose horn and hooves are an alloy created by combining copper and zinc. Cornum, the Brass Horned unicorn will reveal some interesting things about that metal.While not all elements in the Periodic Table are represented by letters of the alphabet, some in this book, are introduced by alternate designations. For instance, Tungsten is also known as Wolfram so W is used as the entry for that alphabetical letter in this book. The letter W is also used as the atomic symbol for tungsten in all periodic tables.Each element page in this book contains terms that might not be completely familiar. Refer to the definitions in the back of the book to get a clear understanding of each meaning. There is also a fun unicorn themed Periodic Table at the back of the book.The Metal Horn unicorns from Unimaise and their other techno-magical unicorn friends are the perfect group to introduce you to metals and other elements in the Periodic Table. Hopefully the Magical Elements of this periodic table book will spark an interest in the magical and real world properties of all the metals and other elements known today. You may be surprised at how prominently they feature in our every day lives.","[""Published February 4, 2023""]",https://www.goodreads.com/author/show/6455676.Sybrina_Durant,Sybrina Durant,45,"[""Science"", ""Childrens""]",313,60,4.46,"{""5"": ""186"", ""4"": ""103"", ""3"": ""11"", ""2"": ""9"", ""1"": ""4""}"
100452497,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1678896511i/100452497.jpg,Poems from Still Waters Running Deep,"Poems from Still Waters Running Deep presents a collection of poetry written by author Emma McClain over a period of forty years. Penned at various stages of her life, they echo the thoughts, feelings, and transitions of those moments. She touches on topics ranging from experiencing her freedom from her mother for the first time in Farewell Song to marveling at the fact she has found with her one true love in My Man. She also carefully examines her relationship with God and the depth of his loving-kindness. Poems from Still Waters Running Deep offers an affirmation of a life well-lived in the loving arms of God and the realization that only He knows what lies ahead for us.Someone SpecialThey look at me, LordThey see me each dayBecause I am yours, LordTheir heads turn my wayThey search my life, LordTo see if it is realOr phony religionWith a lot of zealThey listen closely To all that I sayIn hopes of findingLight for their wayThey look my way, LordTo see if it is trueI'm someone specialBecause I know You.","[""Published July 26, 2019""]",https://www.goodreads.com/author/show/5197890.Emma_McClain,Emma McClain,75,None,172,2,4.29,"{""5"": ""72"", ""4"": ""88"", ""3"": ""4"", ""2"": ""6"", ""1"": ""2""}"
101145836,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1688314784i/101145836.jpg,Wildfire,"The latest in the Maple Hills series follows two summer camp counselors who reconnect after a sizzling one-night stand.Maple Hills students Russ Callaghan and Aurora Roberts cross paths at a party celebrating the end of the academic year, where a drinking game results in them having a passionate one-night stand. Never one to overstay her welcome (or expect much from a man), Aurora slips away before Russ even has the chance to ask for her full name.Imagine their surprise when they bump into each other on the first day of the summer camp where they are both counselors, hoping to escape their complicated home lives by spending the summer working. Russ hopes if he gets far enough away from Maple Hills, he can avoid dealing with the repercussions of his fathers gambling addiction, while Aurora is tired of craving attention from everyone around her, and wants to go back to the last place she truly felt at home.Russ knows breaking the camps strict no staff fraternizing rule will have him heading back to Maple Hills before the summer is over, but unfortunately for him, Aurora has never been very good at caring about the rules. Will the two learn to peacefully coexist? Or did their one night together start a fire they cant put out?","[""First published October 3, 2023""]",https://www.goodreads.com/author/show/22954957.Hannah_Grace,Hannah  Grace,383,"[""Romance"", ""Sports Romance"", ""Contemporary"", ""Contemporary Romance"", ""Audiobook"", ""New Adult"", ""Hockey""]",217248,26532,3.89,"{""5"": ""58,677"", ""4"": ""93,013"", ""3"": ""51,951"", ""2"": ""10,951"", ""1"": ""2,656""}"
101265124,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1675618392i/101265124.jpg,The Polymorph,"Arbitrator, Jim Brown is returning to Earth after completing a successful mission to put down a revolution on and also thwarting an invasion of the planet Pirrus, an Earth colony. While there he found out that he is part alien and this secret had been hidden from him since birth.Brown finds that an alien species has successfully assimilated themselves with the humans on Earth and is ruling over them covertly. When an attempt is made to kidnap him, he realises he has become a target in a hidden game where different groups are vying for power, complicated by the introduction of artificial humans and super androids to boost Earths population and armies.Some ruling factions are preparing for war against the planet Levita and re-conquest of a group of planets, former colonies in the Delta Quadrant, who have declared their independence from Earth.Brown realises that he is also running the gauntlet of former enemies who are out to get him. He is desperate to thwart the prospects of war against Levita, where he has a son he has never met and is also against re-colonisation after his recent experiences on Pirrus.Aboard The Space Adventurer, the cruise ship on which he is returning, he meets two beautiful women. Marika, who has been sent as his minder, by the EPA, Earth Policy Administration, to keep an eye on Brown as they dont fully trust him and Leela, the daughter of Earths biggest industrialist, who is secretly building the super androids on a space hub, where the ship makes a stop.He soon realises that he is in a desperate battle for survival, before he can even reach Earth and the big bash the EPA is throwing for him, for successfully completing his mission on Pirrus.","[""First published February 4, 2023""]",https://www.goodreads.com/author/show/14887946.Max_Nowaz,Max Nowaz,nan,"[""Science Fiction"", ""Fiction""]",5298,21,4.29,"{""5"": ""2,386"", ""4"": ""2,414"", ""3"": ""228"", ""2"": ""185"", ""1"": ""85""}"
109238891,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1676048148i/109238891.jpg,Code Red,"Mitch Rapp makes a mortal enemy of Russia in this high-octane and ripped straight from next weeks headlines (The Real Book Spy) installment in the #1 New York Times bestselling series. Mitch Rapp hates owing anyone a favorespecially when its the worlds most powerful crime lord. But when Damian Losa calls, Mitch is honor bound to answer. The Syrian government has created a highly addictive new narcotic that it plans to distribute throughout Europe. Its a major threat to Losas business and hes determined to stop it by any means necessary. Rapp is the perfect choice for the mission. Not only does he have extensive experience operating in the Middle East, but hes also entirely expendable. As he crosses into war-torn Syria, Rapp quickly discovers a shocking truth. The new drug isnt being produced by Damascus to prop up the governments collapsing finances. Instead, it was created by Russias asymmetrical warfare unit as a weapon against the West. With far more than Damian Losas interests at stake, Rapp devises a desperate plan that forces him and his team onto a battlefield where the United States is virtually powerless, and allegiances shift almost hourly. Further, if Russia uncovers their plot, it will set off a confrontation between the two countries that could change the course of history in this bullet train to high adventure (Townhall).","[""First published September 12, 2023""]",https://www.goodreads.com/author/show/76671.Kyle_Mills,Kyle Mills,384,"[""Thriller"", ""Fiction"", ""Espionage"", ""Mystery"", ""Suspense"", ""Action"", ""Audiobook""]",14037,553,4.42,"{""5"": ""7,839"", ""4"": ""4,564"", ""3"": ""1,385"", ""2"": ""189"", ""1"": ""60""}"
112973743,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1676251402i/112973743.jpg,The Stars Don't Lie,"A man who thought he put his shattered past behind him embarks on a reflective journey home in a heartfelt novel by the bestselling author of The Singing Trees and A Spanish Sunrise.Haunted by a tragic decision he made twenty years ago, veterinarian Dr. Carver Livingston has not once returned to his Vermont hometown. Now his parents impending divorce and his mothers plea for support lure Carver to a reluctant homecoming. His sweep into Teterbury, save a marriage, and get out before anyone else from his past knows he was even there. Fate has other plans.Its hard to hide from former friends. Harder still to fight old feelings for the crushing and beautiful high school soulmate whom he dreams of pursuing again. And Mrs. Cartwright, his fragile English teacher, who once pulled Carver out of sadness. She taught him to always look up and to see lifes grander perspective in the stars. Now its Carvers turn to help Mrs. Cartwright find those bright lights in the dark.Against his need to leave, Carver decides to stay longer, as he, his mother and father, and Mrs. Cartwright are all at turning points in their lives. Hope is not lost. If they look up, theyll see that tonight, the stars still shine.","[""First published August 22, 2023""]",https://www.goodreads.com/author/show/5322167.Boo_Walker,Boo Walker,347,"[""Fiction"", ""Young Adult"", ""Teen"", ""Action"", ""Novels"", ""Adventure"", ""Contemporary""]",10844,487,4.16,"{""5"": ""4,947"", ""4"": ""3,492"", ""3"": ""1,757"", ""2"": ""487"", ""1"": ""161""}"
112975658,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1676671937i/112975658.jpg,The Frozen River,"A gripping historical mystery inspired by the life and diary of Martha Ballard, a renowned 18th-century midwife who defied the legal system and wrote herself into American history.Maine, 1789: When the Kennebec River freezes, entombing a man in the ice, Martha Ballard is summoned to examine the body and determine cause of death. As a midwife and healer, she is privy to much of what goes on behind closed doors in Hallowell. Her diary is a record of every birth and death, crime and debacle that unfolds in the close-knit community. Months earlier, Martha documented the details of an alleged rape committed by two of the towns most respected gentlemenone of whom has now been found dead in the ice. But when a local physician undermines her conclusion, declaring the death to be an accident, Martha is forced to investigate the shocking murder on her own.Over the course of one winter, as the trial nears, and whispers and prejudices mount, Martha doggedly pursues the truth. Her diary soon lands at the center of the scandal, implicating those she loves, and compelling Martha to decide where her own loyalties lie.Clever, layered, and subversive, Ariel Lawhons newest offering introduces an unsung heroine who refused to accept anything less than justice at a time when women were considered best seen and not heard. The Frozen River is a thrilling, tense, and tender story about a remarkable woman who left an unparalleled legacy yet remains nearly forgotten to this day.","[""First published December 5, 2023""]",https://www.goodreads.com/author/show/485025.Ariel_Lawhon,Ariel Lawhon,432,"[""Historical Fiction"", ""Mystery"", ""Fiction"", ""Audiobook"", ""Historical"", ""Mystery Thriller"", ""Thriller""]",77579,9688,4.46,"{""5"": ""43,617"", ""4"": ""27,124"", ""3"": ""5,892"", ""2"": ""761"", ""1"": ""185""}"
122757692,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1676734910i/122757692.jpg,Girl on Trial,"Does doing one bad thing make you a bad person?Sixteen-year-old Emily Keller, known by the media as Keller the Killer, is accused of causing the deaths of four family members, including young children. Emily is one of the youngest females to be accused of a crime so heinous, making this the nations biggest trial of the year. But what really happened that fateful nightand whos responsibleis anything but straightforward.Living in a trailer park in Baltimore with her twin brother and alcoholic mother, Emilys life hasnt been easy. Shes had to grow up fast, and like any teen, has made questionable decisions in a desperate attempt to fit in with her peers. Will her mistakes amount to a guilty verdict and a life in prison? Its up to the jury to decide. For readers who enjoy Luckiest Girl Alive by Jessica Knoll, 13 Reasons Why by Jay Asher, and One of Us is Lying by Karen M. McManus.","[""First published October 24, 2023""]",https://www.goodreads.com/author/show/22857193.Kathleen_Fine,Kathleen Fine,336,"[""Mystery"", ""Young Adult"", ""Thriller"", ""Fiction"", ""Mystery Thriller"", ""Contemporary"", ""Audiobook""]",598,209,3.96,"{""5"": ""185"", ""4"": ""249"", ""3"": ""126"", ""2"": ""33"", ""1"": ""5""}"
122773590,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1677005867i/122773590.jpg,Child of Another Kind,"A little girl can look at someone and know their past. How? Why?Single mom Cynthia Pace has her hands full with her uniquely gifted child. She has no idea how or why Maddie does the things she does, and neither does her daughter. But there is an answer, discovered by mother and child only after tragedy strikes.Then all becomes clear, except now they are millions of miles apart.From the bestselling author of Time Chain comes a novel rooted in the intricacies of human emotion and our enduring fascination with the universe in which we live.","[""Published February 18, 2023""]",https://www.goodreads.com/author/show/7448339.Steven_Decker,Steven Decker,392,"[""Science Fiction"", ""Fiction"", ""Mystery""]",5957,61,4.29,"{""5"": ""2,736"", ""4"": ""2,589"", ""3"": ""329"", ""2"": ""208"", ""1"": ""95""}"
122996375,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1677134782i/122996375.jpg,Vanished: True Stories from Families of Australian Missing Persons,"They just vanished Disappeared. Gone. Lost. No answers. Still missing.Imagine the pain, confusion and emotional roller-coaster that families experience when a loved one goes missing.What would you do? How would your family cope?This is a heart- wrenching collection of true stories told through the eyes of family members who have experienced the trauma of a missing loved one. It follows their journeys from the desperate searches in the first days, through the Police investigations and, in many cases, the heartbreak as the years roll by without any news.These stories are just a glimpse into ten of the thousands of missing persons still out there, waiting to be found.From two young girls who might have been early victims of Ivan Milat and a woman who was last seen walking alongside a Victorial highway to a teenage boy likely murdered and fed to crocodiles in Kakadu and two Tasmanian men who disappeared under strange circumstances ... the cases are all different, but the impact on the families devastating.Nicole Morris is the founder of the Australian Missing Persons Register.She has written this book to develop awareness of the plight of the courageous families of missing persons and raise public awareness tohelp find those people who seem to have vanished into thin air.","[""Published June 7, 2023""]",https://www.goodreads.com/author/show/29773285.Nicole_Morris,Nicole  Morris,344,"[""True Crime"", ""Nonfiction"", ""Crime"", ""Australia"", ""Mystery""]",309,28,4.31,"{""5"": ""148"", ""4"": ""124"", ""3"": ""24"", ""2"": ""11"", ""1"": ""2""}"
122996469,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1683210218i/122996469.jpg,Night Owl,"A shocking act of sabotage draws a retired spy into a deadly conspiracy in an explosive thriller by an Amazon Charts and Wall Street Journal bestselling author.After three decades in counterintelligence, Brad Trasker is retired, disillusioned, and dealing with a tragic loss. Spy games are behind him until he attends the launch of a next-generation aircraft. When the project of innovative aerospace CEO Kylie Connor explodes on the tarmacnearly killing her in the processTrasker is pulled back into the line of fire.The mystery of the sabotage quickly deepens. All Kylies data has been wiped from the server. One of her engineers has disappeared. A seed investor has died in a suspicious car accident. And a cold-blooded murder raises the stakes even higher.To discover whos pulling the strings behind a dangerous conspiracy, Trasker needs to find a motive. Corporate espionage, revenge, or something he cant yet see? Targeted by assassins, he finds himself overmatched when he realizes he cant trust anyoneincluding Kylie. Too long out of a game he no longer understands, Trasker must adapt or die.","[""First published October 17, 2023""]",https://www.goodreads.com/author/show/378554.Andrew_Mayne,Andrew Mayne,312,"[""Thriller"", ""Mystery"", ""Fiction"", ""Mystery Thriller"", ""Suspense"", ""Crime"", ""Audiobook""]",10781,454,4.17,"{""5"": ""4,670"", ""4"": ""3,850"", ""3"": ""1,813"", ""2"": ""341"", ""1"": ""107""}"
123000232,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1677268596i/123000232.jpg,Orchard of Skeletons,"Orchard of Skeletons is a dystopian novel about Isaac and Macy who are on the run from a psychopath that wants to kill one of them and return the other to a life of slavery.During their run for freedom, they encounter an unlikely friend in the form of a replicant searching for something only they can help him find.The land they journey through is full of bones, abandoned towns and starving wolves.If they can reach Zeko's, the replicant promised it could save them from Finch. Finch isnt alone anymore. He has the support of the people under the mountain. The ones who would do anything to own people who can make babies.","[""Published March 27, 2023""]",https://www.goodreads.com/author/show/6898159.Eli_Wilde,Eli Wilde,264,"[""Horror"", ""Dystopia"", ""Fiction"", ""Science Fiction""]",988,52,4.31,"{""5"": ""462"", ""4"": ""424"", ""3"": ""57"", ""2"": ""33"", ""1"": ""12""}"
123003225,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1677247586i/123003225.jpg,Lesson,"Youre here to be disciplined and learn a lesson. Ezra locked eyes with Jasper. So what are you going to do?Jasper swallowed. Whatever you say, Sir.Arthurs LessonTwenty-one-year-old Arthur wants to sneak ladies into his room at Boston College despite the strict rule against men and women mingling. To do that, hell need to bribe the guard, but Will wants more than two shillings. Arthur cant possibly agree to his demands.Hes straight. Right?Jaspers LessonTwenty-two-year-old Jasper has a crush on his English Professor, Ezra, but he figures his fantasies will never come true.After Ezra finds two women in their room, Jasper takes the blame for Arthur. Hell do anything to avoid suspension or worse. Ezra knows how to punish naughty students and exactly what sort of discipline Jasper needs.These dark academia-style stories contain a bi-awakening, a Professor/student HFN, an age gap, and a sweet Dom. Both take place in 1695.","[""Published March 5, 2023""]",https://www.goodreads.com/author/show/21293689.Julie_Mannino,Julie Mannino,44,"[""Romance"", ""LGBT"", ""M M Romance"", ""Fantasy"", ""College"", ""BDSM"", ""Dark Fantasy""]",62,8,3.74,"{""5"": ""24"", ""4"": ""10"", ""3"": ""17"", ""2"": ""10"", ""1"": ""1""}"
123003236,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1677247672i/123003236.jpg,Lesson II,"Arthurs LessonAfter a session with Will that leads to a physical altercation, Arthur knows his time at Boston College may be near its end. Will plans to tell things to the Head Dean if Arthur wont agree to his demands. Perhaps Jasper and Ezra can help him.Jasper and Arthurs LessonsWhen Ezra learns that Jasper has the same fantasy as him, he suggests that Arthur could help. A third in the mix might lead to new lessons and a HEA for all.Contains found family, age gap, Professor/student, a sweet Dom, poly, and a HEA.","[""Published March 12, 2023""]",https://www.goodreads.com/author/show/21293689.Julie_Mannino,Julie Mannino,67,"[""Romance"", ""LGBT"", ""Fantasy"", ""M M Romance"", ""College"", ""Dark Fantasy""]",54,4,3.96,"{""5"": ""26"", ""4"": ""9"", ""3"": ""11"", ""2"": ""7"", ""1"": ""1""}"
